modelvec,id,firm,market,price,const,mpd,air,space,hpwt,share,share_out,prodvec,newmodv,mpg,quantity
DGCOLT,416,16,3,5.488739,1,2.39966,0,1.0168,0.405868,0.000508,0.885776,DGCOLT,DGCOLT72,2.097,35.523
DGDART,418,16,3,5.63964,1,2.058649,0,1.428,0.32646,0.003535,0.885776,DGDART,DGDART72,1.799,246.97
DGCHLN,421,16,3,6.781532,1,1.669577,0,1.5323,0.475436,0.000347,0.885776,DGCHLN,DGCHLN73,1.459,24.242
DGCORN,422,16,3,6.457207,1,1.702763,0,1.6614,0.305233,0.001967,0.885776,DGCORN,DGCORN72,1.488,137.432
DGPOLA,427,16,3,8.398649,1,1.504794,0,1.816,0.388098,0.001158,0.885776,DGPOLA,DGPOLA71,1.315,80.891
DGMONA,428,16,3,9.5,1,1.429268,0,1.832,0.422886,0.000214,0.885776,DGMONA,DGMONA72,1.249,14.945
FDPINT,430,18,3,4.551802,1,2.471753,0,1.155,0.255319,0.006878,0.885776,FDPINT,FDPINT72,2.16,480.472
FDMAVE,433,18,3,5.191441,1,2.261196,0,1.3561,0.304458,0.004019,0.885776,FDMAVE,FDMAVE72,1.976,280.792
FDTORI,435,18,3,6.083333,1,1.739381,0,1.696,0.257199,0.000764,0.885776,FDTORI,FDTORI72,1.52,53.394
FDMUST,438,18,3,6.216216,1,1.946505,0,1.455,0.317195,0.001333,0.885776,FDMUST,FDMUST72,1.701,93.148
FDGRAN,439,18,3,6.635135,1,1.943072,0,1.455,0.31635,0.00393,0.885776,FDGRAN,FDGRAN72,1.698,274.528
FDCST5,442,18,3,8.121622,1,1.504794,0,1.76,0.389258,0.000445,0.885776,FDCST5,FDCST573,1.315,31.059
FDLTD,443,18,3,8.914414,1,1.486485,0,1.76,0.384709,0.003162,0.885776,FDLTD,FDLTD72,1.299,220.887
IMIMPE,444,16,3,15.894144,1,1.273639,1,1.888,0.427011,0.000183,0.885776,IMIMPE,IMIMPE73,1.113,12.809
LCCONT,445,18,3,16.833333,1,1.346876,1,1.84,0.433749,0.000725,0.885776,LCCONT,LCCONT72,1.177,50.645
LCMARK,446,18,3,20.234234,1,1.256474,1,1.792,0.423798,0.000937,0.885776,LCMARK,LCMARK72,1.098,65.47
MCCOME,448,18,3,5.331081,1,2.41568,0,1.3703,0.307242,0.001124,0.885776,MCCOME,MCCOME73,2.111,78.499
MCMONT,450,18,3,6.353604,1,1.832072,0,1.6848,0.253234,0.001642,0.885776,MCMONT,MCMONT73,1.601,114.698
MCCOUG,451,18,3,7.594595,1,1.621515,0,1.5,0.4947,0.000824,0.885776,MCCOUG,MCCOUG72,1.417,57.572
MCMONT,452,18,3,8.921171,1,1.381206,0,1.864,0.381065,0.000278,0.885776,MCMONT,MCMONT73,1.207,19.43
MCMARQ,453,18,3,10.468468,1,1.501361,0,1.784,0.381952,0.001124,0.885776,MCMARQ,MCMARQ73,1.312,78.501
ODOMEG,455,19,3,5.948198,1,1.936206,0,1.4454,0.314465,0.000728,0.885776,ODOMEG,ODOMEG73,1.692,50.826
ODCUTL,457,19,3,7.065315,1,1.576887,0,1.6247,0.475436,0.004965,0.885776,ODCUTL,ODCUTL73,1.378,346.819
ODDELT,459,19,3,8.988739,1,1.459021,0,1.8,0.377092,0.001127,0.885776,ODDELT,ODDELT72,1.275,78.7
OD98,461,19,3,10.945946,1,1.391505,0,1.848,0.497567,0.001647,0.885776,OD98,OD9872,1.216,115.043
ODTRND,462,19,3,12.254505,1,1.326278,0,1.816,0.537172,0.000657,0.885776,ODTRND,ODTRND73,1.159,45.931
PLVALA,465,16,3,5.511261,1,2.047206,0,1.3916,0.331588,0.004863,0.885776,PLVALA,PLVALA72,1.789,339.732
PLBARC,467,16,3,6.61036,1,1.703907,0,1.4668,0.477707,0.000254,0.885776,PLBARC,PLBARC73,1.489,17.746
PLSATL,469,16,3,6.36036,1,1.698186,0,1.6906,0.304348,0.002216,0.885776,PLSATL,PLSATL72,1.484,154.787
PLFURY,473,16,3,8.051802,1,1.468175,0,1.792,0.388098,0.000304,0.885776,PLFURY,PLFURY71,1.283,21.227
PTVNTU,475,19,3,5.587838,1,1.973969,0,1.4454,0.320102,0.001084,0.885776,PTVNTU,PTVNTU72,1.725,75.719
PTLEMA,477,19,3,6.572072,1,1.702763,0,1.6536,0.277393,0.002976,0.885776,PTLEMA,PTLEMA72,1.488,207.871
PTFIRB,480,19,3,6.52027,1,1.935062,0,1.4282,0.316556,0.000727,0.885776,PTFIRB,PTFIRB72,1.691,50.793
PTCATL,482,19,3,8.490991,1,1.481907,0,1.8,0.354275,0.002486,0.885776,PTCATL,PTCATL72,1.295,173.703
PTBNNV,483,19,3,9.376126,1,1.312546,0,1.8,0.392338,0.000563,0.885776,PTBNNV,PTBNNV72,1.147,39.363
PTGRNP,485,19,3,10.322072,1,1.365186,0,1.7143,0.571429,0.002071,0.885776,PTGRNP,PTGRNP73,1.193,144.666
DTLB12,1557,2,3,4.943694,1,2.876845,0,0.906,0.428481,0.000819,0.885776,DTLB12,DTLB1273,2.514,57.241
DTPL61,1558,2,3,6.745495,1,2.440856,0,1.0836,0.427125,0.001081,0.885776,DTPL61,DTPL6173,2.133,75.511
FT850,1560,17,3,6.168919,1,2.81734,0,0.7896,0.263323,0.000179,0.885776,FT850,FT85071,2.462,12.508
FT128,1561,17,3,5.177928,1,2.680021,0,0.9702,0.272981,0.000279,0.885776,FT128,FT12872,2.342,19.463
FT124,1563,17,3,5.718468,1,2.625093,0,1.0368,0.368008,0.000379,0.885776,FT124,FT12471,2.294,26.476
HDCIVI,1564,3,3,4.842342,1,2.972969,0,0.756,0.325521,0.00026,0.885776,HDCIVI,HDCIVI73,2.598,18.193
MZ808,1565,4,3,5.844595,1,2.734948,0,1.008,0.316049,8.70E-05,0.885776,MZ808,MZ80872,2.39,6.069
MB220,1568,9,3,16.13964,1,1.786299,0,1.295,0.398649,3.90E-05,0.885776,MB220,MB22073,1.561,2.756
MB220D,1569,9,3,16.632883,1,1.766845,0,1.295,0.393333,9.00E-05,0.885776,MB220D,MB220D73,1.544,6.318
MB280,1570,9,3,21.831081,1,2.022031,1,1.295,0.395738,0.000104,0.885776,MB280,MB28073,1.767,7.251
MB450S,1571,9,3,31.378378,1,1.866402,1,1.2283,0.494405,0.000101,0.885776,MB450S,MB450S73,1.631,7.082
OP53,1572,26,3,5.880631,1,2.534691,0,1.0206,0.355787,0.000832,0.885776,OP53,OP5373,2.215,58.14
PG504,1573,14,3,9.527027,1,2.055216,0,1.1682,0.32,2.20E-05,0.885776,PG504,PG50471,1.796,1.503
PS914R,1574,12,3,10.470721,1,2.532402,0,1.04,0.355306,0.000165,0.885776,PS914R,PS914R73,2.213,11.512
PS911T,1575,12,3,18.466216,1,2.192536,0,1.0816,0.531959,8.40E-05,0.885776,PS911T,PS911T72,1.916,5.838
RNR12,1576,24,3,5.851351,1,2.414536,0,1.131,0.344004,4.90E-05,0.885776,RNR12,RNR1272,2.11,3.416
SA992,1577,11,3,8.65991,1,2.010588,0,1.1591,0.423387,2.00E-06,0.885776,SA992,SA99273,1.757,0.167
SBA22L,1578,5,3,5.966216,1,2.889433,0,0.96,0.308511,0.00025,0.885776,SBA22L,SBA22L73,2.525,17.448
TY1600,1580,1,3,5.470721,1,2.620515,0,0.948,0.435644,1.00E-06,0.885776,TY1600,TY160073,2.29,0.049
TYCORO,1582,1,3,6.033784,1,2.403093,0,0.9405,0.419006,0.000878,0.885776,TYCORO,TYCORO71,2.1,61.305
TYCELI,1583,1,3,7.114865,1,2.372196,0,1.0332,0.417384,0.000853,0.885776,TYCELI,TYCELI71,2.073,59.6
TYMXMK,1584,1,3,7.497748,1,2.057505,0,1.1328,0.446886,0.000362,0.885776,TYMXMK,TYMXMK73,1.798,25.293
VW411,1586,7,3,8.105856,1,2.103278,0,1.2144,0.324094,0.000436,0.885776,VW411,VW41171,1.838,30.473
VV164E,1588,7,3,13.231982,1,1.849237,0,1.2648,0.42014,0.000217,0.885776,VV164E,VV164E73,1.616,15.19
VV144,1589,7,3,9.774775,1,2.091835,0,1.1656,0.406868,0.000174,0.885776,VV144,VV14473,1.828,12.152
AMGREM,486,15,4,5.032454,1,1.671752,0,1.2141,0.377501,0.001461,0.894534,AMGREM,AMGREM72,1.804,104.871
AMHORN,488,15,4,5.728195,1,1.692139,0,1.3277,0.352983,0.001652,0.894534,AMHORN,AMHORN72,1.826,118.519
AMJAVL,490,15,4,6.083164,1,1.58557,0,1.4896,0.348554,0.000245,0.894534,AMJAVL,AMJAVL72,1.711,17.555
AMMATA,492,15,4,6.190669,1,1.432665,0,1.677,0.291971,0.001083,0.894534,AMMATA,AMMATA72,1.546,77.72
AMAMBS,494,15,4,9.247465,1,1.397451,1,1.628,0.389509,0.000229,0.894534,AMAMBS,AMAMBS71,1.508,16.428
BKAPOL,495,19,4,6.206897,1,1.549429,0,1.46,0.307125,0.000685,0.894534,BKAPOL,BKAPOL73,1.672,49.135
BKCENT,497,19,4,7.780933,1,1.200066,0,1.6906,0.385604,0.002172,0.894534,BKCENT,BKCENT73,1.295,155.887
BKLSAB,500,19,4,8.833671,1,1.104617,0,1.808,0.345861,0.002837,0.894534,BKLSAB,BKLSAB72,1.192,203.619
BKRIVE,503,19,4,11.517241,1,0.944299,0,1.816,0.459318,0.000252,0.894534,BKRIVE,BKRIVE74,1.019,18.083
CDDEVI,505,19,4,16.43002,1,0.98878,0,1.848,0.407393,0.002608,0.894534,CDDEVI,CDDEVI72,1.067,187.162
CDELDR,506,19,4,18.478702,1,0.84607,0,1.792,0.423387,0.000511,0.894534,CDELDR,CDELDR74,0.913,36.682
CVVEGA,508,19,4,5.081136,1,1.838556,0,1.1616,0.316589,0.004508,0.894534,CVVEGA,CVVEGA73,1.984,323.501
CVNOVA,510,19,4,5.762677,1,1.544795,0,1.4381,0.313283,0.004295,0.894534,CVNOVA,CVNOVA72,1.667,308.23
CVCAMA,515,19,4,6.413793,1,1.270494,0,1.47,0.438199,0.001901,0.894534,CVCAMA,CVCAMA74,1.371,136.404
CVMNTC,517,19,4,7.880325,1,1.330729,0,1.6692,0.369333,0.00397,0.894534,CVMNTC,CVMNTC73,1.436,284.867
CVIMPA,519,19,4,8.387424,1,1.135197,0,1.784,0.344828,0.007878,0.894534,CVIMPA,CVIMPA73,1.225,565.376
CVCORV,522,19,4,12.336714,1,1.35575,0,1.2834,0.589302,0.000415,0.894534,CVCORV,CVCORV72,1.463,29.75
DGCOLT,525,16,4,5.711968,1,1.931226,0,1.1072,0.39627,0.000325,0.894534,DGCOLT,DGCOLT72,2.084,23.35
DGDART,528,16,4,6.006085,1,1.611517,0,1.428,0.310966,0.004156,0.894534,DGDART,DGDART72,1.739,298.264
DGCHLN,531,16,4,6.375254,1,1.35297,0,1.4925,0.465116,0.000133,0.894534,DGCHLN,DGCHLN73,1.46,9.532
DGCORN,532,16,4,6.634888,1,1.354823,0,1.677,0.299145,0.001568,0.894534,DGCORN,DGCORN72,1.462,112.506
DGCHAR,535,16,4,6.515213,1,1.317756,0,1.6478,0.302594,0.000108,0.894534,DGCHAR,DGCHAR74,1.422,7.763
FDPINT,539,18,4,5.125761,1,1.718086,0,1.183,0.337268,0.004987,0.894534,FDPINT,FDPINT74,1.854,357.867
FDMAVE,542,18,4,5.728195,1,1.795002,0,1.3774,0.294633,0.003045,0.894534,FDMAVE,FDMAVE72,1.937,218.516
FDTORI,545,18,4,6.793103,1,1.371504,0,1.728,0.245813,0.003795,0.894534,FDTORI,FDTORI72,1.48,272.363
FDMUST,547,18,4,6.356998,1,1.665265,0,1.2425,0.335878,0.003872,0.894534,FDMUST,FDMUST74,1.797,277.846
FDLTD,551,18,4,8.864097,1,1.087936,0,1.784,0.380103,0.005836,0.894534,FDLTD,FDLTD72,1.174,418.819
FDTHNB,553,18,4,14.868154,1,1.051795,1,1.8,0.455959,0.000664,0.894534,FDTHNB,FDTHNB72,1.135,47.646
IMLEBA,554,16,4,15.829615,1,1.033261,1,1.856,0.463243,0.00017,0.894534,IMLEBA,IMLEBA72,1.115,12.205
LCCONT,555,18,4,16.709939,1,1.022141,1,1.864,0.401045,0.000538,0.894534,LCCONT,LCCONT72,1.103,38.574
LCMARK,556,18,4,20.677485,1,0.937812,1,1.832,0.410295,0.000676,0.894534,LCMARK,LCMARK72,1.012,48.53
MCCOME,558,18,4,4.63286,1,1.823729,0,1.3987,0.302267,0.001155,0.894534,MCCOME,MCCOME73,1.968,82.919
MCMONT,560,18,4,6.584178,1,1.302002,0,1.738,0.229508,0.002308,0.894534,MCMONT,MCMONT73,1.405,165.634
MCCOUG,561,18,4,9.545639,1,1.081449,0,1.6985,0.380729,0.001015,0.894534,MCCOUG,MCCOUG72,1.167,72.857
ODOMEG,565,19,4,6.229209,1,1.600397,0,1.46,0.305623,0.000591,0.894534,ODOMEG,ODOMEG73,1.727,42.436
ODCUTL,567,19,4,7.845842,1,1.183385,0,1.6555,0.458716,0.003852,0.894534,ODCUTL,ODCUTL73,1.277,276.399
ODDELT,569,19,4,8.870183,1,1.055502,0,1.816,0.409463,0.002493,0.894534,ODDELT,ODDELT74,1.139,178.927
ODTORN,572,19,4,12.034483,1,0.925765,0,1.824,0.48957,0.000331,0.894534,ODTORN,ODTORN72,0.999,23.72
PLVALA,575,16,4,5.967546,1,1.605957,0,1.4129,0.313015,0.004898,0.894534,PLVALA,PLVALA72,1.733,351.466
PLBARC,578,16,4,6.596349,1,1.302929,0,1.4896,0.454545,8.50E-05,0.894534,PLBARC,PLBARC73,1.406,6.116
PLSATL,579,16,4,6.543611,1,1.318682,0,1.704,0.298295,0.001861,0.894534,PLSATL,PLSATL72,1.423,133.581
PLGRNF,585,16,4,9.482759,1,1.032335,0,1.784,0.423341,0.001485,0.894534,PLGRNF,PLGRNF74,1.114,106.553
PTVNTU,586,19,4,5.924949,1,1.553135,0,1.46,0.315557,0.000835,0.894534,PTVNTU,PTVNTU72,1.676,59.944
PTLEMA,588,19,4,6.563895,1,1.325169,0,1.704,0.275634,0.001793,0.894534,PTLEMA,PTLEMA72,1.43,128.689
PTFIRB,591,19,4,6.764706,1,1.655998,0,1.4504,0.304599,0.000939,0.894534,PTFIRB,PTFIRB72,1.787,67.391
PTCATL,593,19,4,8.498986,1,1.088863,0,1.808,0.407545,0.002157,0.894534,PTCATL,PTCATL72,1.175,154.78
PTGRNP,596,19,4,10.01217,1,1.088863,0,1.7004,0.549316,0.001127,0.894534,PTGRNP,PTGRNP73,1.175,80.906
DTHL61,1595,2,4,7.300203,1,1.856164,0,1.0962,0.414885,0.001052,0.894534,DTHL61,DTHL6174,2.003,75.511
DTJHL7,1597,2,4,6.46856,1,1.889524,0,1.0836,0.415921,0.000465,0.894534,DTJHL7,DTJHL774,2.039,33.366
FT128,1598,17,4,5.598377,1,2.20738,0,0.9548,0.255208,0.000393,0.894534,FT128,FT12872,2.382,28.174
FT124,1600,17,4,6.137931,1,1.897865,0,1.079,0.327422,0.000448,0.894534,FT124,FT12471,2.048,32.128
HDCIVI,1602,3,4,4.817444,1,2.424226,0,0.8614,0.320988,0.000346,0.894534,HDCIVI,HDCIVI73,2.616,24.865
MB230,1606,9,4,17.079108,1,1.504021,0,1.316,0.328947,3.50E-05,0.894534,MB230,MB23074,1.623,2.485
MB240D,1607,9,4,17.677485,1,1.867284,0,1.3561,0.201299,0.000135,0.894534,MB240D,MB240D74,2.015,9.668
MB280,1608,9,4,22.210953,1,1.440079,1,1.295,0.39039,8.70E-05,0.894534,MB280,MB28073,1.554,6.251
MB450S,1609,9,4,32.089249,1,1.33907,1,1.554,0.460358,6.30E-05,0.894534,MB450S,MB450S74,1.445,4.504
OP1900,1610,26,4,6.440162,1,1.734767,0,1.0206,0.348675,0.000661,0.894534,OP1900,OP190074,1.872,47.423
PG540,1611,14,4,9.79716,1,1.710673,0,1.1682,0.314286,2.80E-05,0.894534,PG540,PG54074,1.846,1.987
PS1.8R,1612,12,4,10.953347,1,1.964586,0,1.053,0.349926,0.000134,0.894534,PS1.8R,PS1.8R74,2.12,9.637
PS911S,1613,12,4,24.087221,1,1.710673,0,1.0816,0.617711,6.80E-05,0.894534,PS911S,PS911S74,1.846,4.868
RNR12,1614,24,4,5.669371,1,2.000727,0,1.131,0.31205,3.00E-05,0.894534,RNR12,RNR1274,2.159,2.163
SA99LE,1615,11,4,9.833671,1,1.614297,0,1.1591,0.410477,5.70E-05,0.894534,SA99LE,SA99LE74,1.742,4.074
SBDL,1616,5,4,6.687627,1,2.134171,0,0.96,0.299754,0.000169,0.894534,SBDL,SBDL74,2.303,12.124
TYCORO,1618,1,4,5.373225,1,2.174945,0,0.96,0.317073,0.001441,0.894534,TYCORO,TYCORO74,2.347,103.394
TYCORO,1620,1,4,5.839757,1,1.899718,0,0.9405,0.400826,0.000739,0.894534,TYCORO,TYCORO74,2.05,53.047
TYCELI,1621,1,4,6.793103,1,1.762568,0,1.0332,0.4,0.000825,0.894534,TYCELI,TYCELI71,1.902,59.172
TYMARK,1622,1,4,7.614604,1,1.629124,0,1.1328,0.432624,0.000198,0.894534,TYMARK,TYMARK74,1.758,14.233
VWBEET,1623,7,4,5.324544,1,2.294489,0,1.0004,0.251229,0.003395,0.894534,VWBEET,VWBEET74,2.476,243.664
VWDASH,1624,7,4,8.336714,1,1.961806,0,1.0899,0.365854,0.000519,0.894534,VWDASH,VWDASH74,2.117,37.235
VW412,1625,7,4,8.31643,1,1.664338,0,1.2144,0.30444,0.000324,0.894534,VW412,VW41274,1.796,23.25
VV144,1626,6,4,10.020284,1,1.664338,1,1.1656,0.377947,0.000163,0.894534,VV144,VV14473,1.796,11.669
VV164E,1627,6,4,14.188641,1,1.545722,1,1.3056,0.401914,0.000192,0.894534,VV164E,VV164E73,1.668,13.791
AMGREM,597,15,5,5.200743,1,1.802822,0,1.2141,0.334076,0.000914,0.891802,AMGREM,AMGREM75,1.9,66.614
AMHORN,599,15,5,5.806691,1,1.707937,0,1.3464,0.347102,0.001343,0.891802,AMHORN,AMHORN72,1.8,97.841
AMPACE,601,15,5,6.13197,1,1.707937,0,1.3588,0.300501,0.001328,0.891802,AMPACE,AMPACE75,1.8,96.769
AMMATA,602,15,5,6.416357,1,1.518166,0,1.6848,0.306748,0.000838,0.891802,AMMATA,AMMATA72,1.6,61.048
BKSKYH,604,19,5,7.174721,1,1.802822,0,1.188,0.368292,0.000415,0.891802,BKSKYH,BKSKYH75,1.9,30.243
BKSKYL,606,19,5,6.436803,1,1.518166,0,1.407,0.329243,0.000934,0.891802,BKSKYL,BKSKYL75,1.6,68.025
BKCENT,609,19,5,7.330855,1,1.518166,0,1.6906,0.294906,0.002682,0.891802,BKCENT,BKCENT75,1.6,195.399
BKLSAB,614,19,5,8.86803,1,1.138624,0,1.816,0.378875,0.001536,0.891802,BKLSAB,BKLSAB72,1.2,111.945
BKELCT,616,19,5,11.526022,1,1.043739,0,1.872,0.435614,0.001339,0.891802,BKELCT,BKELCT72,1.1,97.542
BKRIVE,617,19,5,11.933086,1,1.138624,0,1.784,0.451641,0.000197,0.891802,BKRIVE,BKRIVE74,1.2,14.378
CDDEVI,619,19,5,16.358736,1,1.043739,1,1.848,0.369219,0.000364,0.891802,CDDEVI,CDDEVI75,1.1,26.531
CDCALA,618,19,5,15.570632,1,1.043739,1,1.848,0.373501,0.002671,0.891802,CDCALA,CDCALA75,1.1,194.6
CDELDR,620,19,5,18.466543,1,1.043739,1,1.8,0.371966,0.00063,0.891802,CDELDR,CDELDR75,1.1,45.918
CVVEGA,622,19,5,5.178439,1,1.802822,0,1.1616,0.322981,0.002978,0.891802,CVVEGA,CVVEGA73,1.9,217.002
CVNOVA,624,19,5,5.964684,1,1.518166,0,1.1616,0.317604,0.003677,0.891802,CVNOVA,CVNOVA75,1.6,267.946
CVMONZ,626,19,5,6.635688,1,1.802822,0,1.1748,0.291589,0.001655,0.891802,CVMONZ,CVMONZ75,1.9,120.567
CVCAMA,631,19,5,6.579926,1,1.518166,0,1.47,0.306928,0.00199,0.891802,CVCAMA,CVCAMA75,1.6,145.029
CVMNTC,633,19,5,7.89777,1,1.23351,0,1.6692,0.369239,0.003827,0.891802,CVMNTC,CVMNTC73,1.3,278.826
CVIMPA,636,19,5,8.453532,1,1.138624,0,1.784,0.343765,0.005491,0.891802,CVIMPA,CVIMPA73,1.2,400.087
CVCORV,638,19,5,12.633829,1,1.23351,0,1.2834,0.480629,0.000557,0.891802,CVCORV,CVCORV75,1.3,40.607
CRCORD,639,16,5,9.427509,1,1.23351,0,1.6848,0.45283,0.002044,0.891802,CRCORD,CRCORD75,1.3,148.943
CRNEWP,640,16,5,9.022305,1,1.043739,0,1.824,0.394144,0.0011,0.891802,CRNEWP,CRNEWP72,1.1,80.118
DGCOLT,642,16,5,5.763941,1,1.897707,0,1.1008,0.366589,0.000828,0.891802,DGCOLT,DGCOLT72,2,60.356
DGDART,645,16,5,6.076208,1,1.613051,0,1.428,0.310458,0.002279,0.891802,DGDART,DGDART72,1.7,166.094
DGCORN,648,16,5,6.767658,1,1.328395,0,1.7004,0.264256,0.000932,0.891802,DGCORN,DGCORN75,1.4,67.937
DGCHAR,651,16,5,9.113383,1,1.23351,0,1.6848,0.455696,0.000463,0.891802,DGCHAR,DGCHAR75,1.3,33.701
DGMONA,652,16,5,8.55948,1,1.043739,0,1.792,0.420561,0.00057,0.891802,DGMONA,DGMONA72,1.1,41.565
FDPINT,654,18,5,5.14684,1,1.707937,0,1.183,0.332665,0.003879,0.891802,FDPINT,FDPINT74,1.8,282.662
FDMAVE,656,18,5,5.689591,1,1.613051,0,1.358,0.254842,0.001992,0.891802,FDMAVE,FDMAVE72,1.7,145.133
FDTORI,658,18,5,7.355019,1,1.043739,0,1.744,0.365162,0.001977,0.891802,FDTORI,FDTORI75,1.1,144.04
FDMUST,660,18,5,6.55948,1,1.707937,0,1.2425,0.31203,0.002764,0.891802,FDMUST,FDMUST74,1.8,201.37
FDGRNA,662,18,5,6.981413,1,1.613051,0,1.4652,0.234155,0.004207,0.891802,FDGRNA,FDGRNA75,1.7,306.517
FDELIT,664,18,5,8.860595,1,1.043739,0,1.7143,0.361098,0.001405,0.891802,FDELIT,FDELIT75,1.1,102.369
FDLTD,666,18,5,8.758364,1,1.043739,0,1.792,0.335753,0.004053,0.891802,FDLTD,FDLTD72,1.1,295.332
FDTHNB,668,18,5,14.314126,1,0.948854,1,1.8,0.396485,0.000505,0.891802,FDTHNB,FDTHNB72,1,36.803
IMLEBA,669,16,5,16.438662,1,0.948854,1,1.864,0.424482,6.70E-05,0.891802,IMLEBA,IMLEBA72,1,4.909
LCCONT,670,18,5,17.947955,1,0.948854,1,1.8873,0.393957,0.000724,0.891802,LCCONT,LCCONT72,1,52.747
LCMARK,671,18,5,20.598513,1,0.948854,1,1.832,0.377065,6.00E-04,0.891802,LCMARK,LCMARK72,1,43.755
MCBOBC,672,18,5,5.927509,1,1.707937,0,1.253,0.332665,0.000516,0.891802,MCBOBC,MCBOBC75,1.8,37.605
MCCOME,676,18,5,6.078067,1,1.613051,0,1.3987,0.234889,0.000598,0.891802,MCCOME,MCCOME75,1.7,43.57
MCMONA,677,18,5,7.104089,1,1.613051,0,1.48,0.22838,0.001291,0.891802,MCMONA,MCMONA75,1.7,94.082
MCMONT,679,18,5,7.672862,1,1.043739,0,1.738,0.368913,0.000634,0.891802,MCMONT,MCMONT75,1.1,46.201
MCCOUG,680,18,5,9.698885,1,1.043739,0,1.7064,0.360273,0.000709,0.891802,MCCOUG,MCCOUG75,1.1,51.673
MCMARQ,681,18,5,9.507435,1,0.948854,0,1.832,0.3501,0.000982,0.891802,MCMARQ,MCMARQ73,1,71.54
ODSTRF,682,19,5,7.198885,1,1.802822,0,1.188,0.380755,0.000403,0.891802,ODSTRF,ODSTRF75,1.9,29.354
ODOMEG,683,19,5,6.412639,1,1.518166,0,1.46,0.312407,0.000537,0.891802,ODOMEG,ODOMEG73,1.6,39.157
ODCUTL,685,19,5,7.096654,1,1.518166,0,1.6632,0.281577,0.004705,0.891802,ODCUTL,ODCUTL75,1.6,342.875
ODDELT,688,19,5,8.873606,1,1.328395,0,1.816,0.390266,0.0017,0.891802,ODDELT,ODDELT74,1.4,123.842
OD98,690,19,5,11.321561,1,1.138624,0,1.864,0.40059,0.0011,0.891802,OD98,OD9875,1.2,80.161
ODTORN,691,19,5,12.124535,1,1.043739,0,1.824,0.462664,0.000278,0.891802,ODTORN,ODTORN75,1.1,20.256
PLDUST,692,16,5,6.027881,1,1.707937,0,1.4129,0.319865,0.000863,0.891802,PLDUST,PLDUST75,1.8,62.909
PLVALA,693,16,5,6.035316,1,1.707937,0,1.4129,0.3125,0.00313,0.891802,PLVALA,PLVALA72,1.8,228.083
PLFURY,697,16,5,6.674721,1,1.328395,0,1.7004,0.264993,0.001429,0.891802,PLFURY,PLFURY75,1.4,104.11
PLGRNF,701,16,5,8.48513,1,1.138624,0,1.7004,0.422535,0.000863,0.891802,PLGRNF,PLGRNF74,1.2,62.909
PTASTR,702,19,5,5.723048,1,1.802822,0,1.1616,0.312125,0.000738,0.891802,PTASTR,PTASTR75,1.9,53.792
PTVNTU,703,19,5,6.141264,1,1.518166,0,1.46,0.314843,0.000719,0.891802,PTVNTU,PTVNTU72,1.6,52.38
PTLEMA,705,19,5,6.713755,1,1.518166,0,1.6536,0.281577,0.001282,0.891802,PTLEMA,PTLEMA72,1.6,93.382
PTFIRB,708,19,5,6.901487,1,1.518166,0,1.4308,0.3101,0.001134,0.891802,PTFIRB,PTFIRB72,1.6,82.652
PTCATL,710,19,5,8.572491,1,1.138624,0,1.808,0.391074,0.001581,0.891802,PTCATL,PTCATL72,1.2,115.217
PTGRNP,713,19,5,9.843866,1,1.138624,0,1.6614,0.458829,0.001397,0.891802,PTGRNP,PTGRNP75,1.2,101.829
ARALFE,1628,20,5,12.444238,1,1.802822,0,1.1088,0.517758,7.40E-05,0.891802,ARALFE,ARALFE75,1.9,5.372
AD100L,1629,7,5,11.434944,1,1.707937,0,1.2972,0.375049,0.000281,0.891802,AD100L,AD100L75,1.8,20.479
ADFOX,1630,7,5,9.01487,1,1.992593,0,1.1245,0.397448,0.000416,0.891802,ADFOX,ADFOX75,2.1,30.305
BW2002,1631,8,5,11.040892,1,1.802822,0,1.0521,0.29697,0.000187,0.891802,BW2002,BW200275,1.9,13.614
BW530I,1632,8,5,16.908922,1,1.328395,0,1.292,0.40553,4.30E-05,0.891802,BW530I,BW530I75,1.4,3.169
DTHLB2,1633,2,5,5.741636,1,2.561905,0,0.9943,0.403023,0.001922,0.891802,DTHLB2,DTHLB275,2.7,140.039
DTHL61,1634,2,5,7.581784,1,2.087478,0,1.1151,0.392395,0.000254,0.891802,DTHL61,DTHL6174,2.2,18.527
DTJHL7,1635,2,5,6.763941,1,2.087478,0,1.0836,0.387662,0.000699,0.891802,DTJHL7,DTJHL774,2.2,50.914
FT128,1636,17,5,5.667286,1,1.897707,0,0.9702,0.247475,0.000544,0.891802,FT128,FT12872,2,39.655
FTSPID,1638,17,5,8.711896,1,1.518166,0,1.0304,0.362869,0.000217,0.891802,FTSPID,FTSPID75,1.6,15.832
FT131,1639,17,5,7.605948,1,1.518166,0,1.105,0.349593,0.000175,0.891802,FT131,FT13175,1.6,12.786
HDCVCC,1640,3,5,5.202602,1,2.561905,0,0.894,0.314167,0.001405,0.891802,HDCVCC,HDCVCC75,2.7,102.389
MZ808,1643,4,5,5.570632,1,1.992593,0,1.0458,0.296984,0.000101,0.891802,MZ808,MZ80872,2.1,7.343
MZROTA,1645,4,5,8.358736,1,1.328395,0,1.1151,0.39783,0.000447,0.891802,MZROTA,MZROTA75,1.4,32.589
